product_id,product_name
125,Doxycycline 100mg 250mg Batch 125
126,Vitamin D3 2000IU Daily Batch 126
127,Domperidone 10mg Daily Batch 127
128,Vitamin D3 2000IU 100mg Batch 128
129,Tramadol 50mg 250mg Batch 129
130,Amoxicillin 500mg 500mg Batch 130
131,Rabeprazole 20mg 50mg Batch 131
132,B-Complex Vitamin 50mg Batch 132
133,Ketorolac Tromethamine 250mg Batch 133
134,Iron Supplement Extra Batch 134
135,Naproxen 250mg 50mg Batch 135
136,Ketorolac Tromethamine Daily Batch 136
137,Azithromycin 500mg 250mg Batch 137
138,Domperidone 10mg 10mg Batch 138
139,Sunscreen SPF 50 250mg Batch 139
140,Clotrimazole Cream 500mg Batch 140
141,Clarithromycin 250mg 500mg Batch 141
142,Clotrimazole Cream Extra Batch 142
143,Ranitidine 150mg 500mg Batch 143
144,Ranitidine 150mg 100mg Batch 144
145,Clotrimazole Cream 250mg Batch 145
146,Cephalexin 500mg Daily Batch 146
147,Erythromycin 500mg 500mg Batch 147
148,Ibuprofen 400mg Daily Batch 148
149,Zinc 50mg 50mg Batch 149
150,Antacid Gel 50mg Batch 150
151,Antacid Gel 100mg Batch 151
152,Sunscreen SPF 50 250mg Batch 152
153,Clarithromycin 250mg 50mg Batch 153
154,Amoxicillin 500mg 500mg Batch 154
155,Mupirocin Ointment Daily Batch 155
156,Moisturizing Cream 500mg Batch 156
157,Betadine Ointment 100mg Batch 157
158,Ketorolac Tromethamine Daily Batch 158
159,Ketorolac Tromethamine Extra Batch 159
160,Diclofenac Gel 50mg Batch 160
161,Omeprazole 20mg 250mg Batch 161
162,Folic Acid 5mg Extra Batch 162
163,Ciprofloxacin 500mg 250mg Batch 163
164,Doxycycline 100mg 50mg Batch 164
165,Aceclofenac 100mg Daily Batch 165
166,Domperidone 10mg 500mg Batch 166
167,Magnesium Hydroxide Daily Batch 167
168,Diclofenac Sodium 250mg Batch 168
169,Tramadol 50mg Daily Batch 169
170,Cephalexin 500mg Daily Batch 170
171,Moisturizing Cream 250mg Batch 171
172,Clotrimazole Cream 10mg Batch 172
173,Sunscreen SPF 50 10mg Batch 173
174,Doxycycline 100mg 50mg Batch 174
175,Domperidone 10mg 100mg Batch 175
176,Clotrimazole Cream 250mg Batch 176
177,Diclofenac Sodium 10mg Batch 177
178,Aceclofenac 100mg Extra Batch 178
179,Ketoconazole Shampoo Daily Batch 179
180,Diclofenac Gel Extra Batch 180
181,Tramadol 50mg 10mg Batch 181
182,Famotidine 20mg 500mg Batch 182
183,Magnesium Hydroxide Daily Batch 183
184,Amoxicillin 500mg 50mg Batch 184
185,Metronidazole 400mg Extra Batch 185
186,Ibuprofen 400mg 50mg Batch 186
187,Doxycycline 100mg 100mg Batch 187
188,Mefenamic Acid 50mg Batch 188
189,Vitamin C 1000mg 10mg Batch 189
190,Famotidine 20mg Daily Batch 190
191,Iron Supplement 10mg Batch 191
192,Iron Supplement 50mg Batch 192
193,Metronidazole 400mg 10mg Batch 193
194,Vitamin C 1000mg 250mg Batch 194
195,Nitrofurantoin 100mg 250mg Batch 195
196,Magnesium Citrate Daily Batch 196
197,Diclofenac Sodium Extra Batch 197
198,Antacid Gel 500mg Batch 198
199,Vitamin D3 2000IU Daily Batch 199
200,Azithromycin 500mg 50mg Batch 200
201,Folic Acid 5mg 500mg Batch 201
202,Magnesium Citrate 50mg Batch 202
203,Cephalexin 500mg 100mg Batch 203
204,Magnesium Hydroxide Daily Batch 204
205,Metronidazole 400mg Daily Batch 205
206,Ibuprofen 400mg 250mg Batch 206
207,Aspirin 300mg 10mg Batch 207
208,Ofloxacin 200mg Extra Batch 208
209,Ketoconazole Shampoo 250mg Batch 209
210,Folic Acid 5mg Extra Batch 210
211,Ofloxacin 200mg 500mg Batch 211
212,Vitamin C 1000mg 250mg Batch 212
213,Mupirocin Ointment Extra Batch 213
214,Aspirin 300mg 250mg Batch 214
215,Hydrocortisone Cream 500mg Batch 215
216,Omeprazole 20mg 10mg Batch 216
217,Ranitidine 150mg Daily Batch 217
218,Azithromycin 500mg Extra Batch 218
219,Gelusil Antacid Liquid 500mg Batch 219
220,Clarithromycin 250mg 250mg Batch 220
221,Multivitamin Daily 50mg Batch 221
222,Ketorolac Tromethamine Daily Batch 222
223,Folic Acid 5mg Extra Batch 223
224,Zinc 50mg 500mg Batch 224
225,Vitamin D3 2000IU 100mg Batch 225
226,Diclofenac Sodium Daily Batch 226
227,Digene Tablet 10mg Batch 227
228,Naproxen 250mg 10mg Batch 228
229,Ofloxacin 200mg 250mg Batch 229
230,Clotrimazole Cream Daily Batch 230
231,Codeine Phosphate 50mg Batch 231
232,Domperidone 10mg 250mg Batch 232
233,Calcium 500mg Daily Batch 233
234,Aspirin 300mg 100mg Batch 234
235,Hydrocortisone Cream Extra Batch 235
236,Betadine Ointment 250mg Batch 236
237,Sunscreen SPF 50 500mg Batch 237
238,Mefenamic Acid 50mg Batch 238
239,Zinc 50mg Daily Batch 239
240,Zinc 50mg Extra Batch 240
241,Magnesium Citrate 100mg Batch 241
242,Gelusil Antacid Liquid 250mg Batch 242
243,Rabeprazole 20mg Extra Batch 243
244,Magnesium Citrate Extra Batch 244
245,Naproxen 250mg Daily Batch 245
246,Nitrofurantoin 100mg 500mg Batch 246
247,Domperidone 10mg 50mg Batch 247
248,Paracetamol 500mg 50mg Batch 248
249,Ibuprofen 400mg Daily Batch 249
250,Diclofenac Gel Extra Batch 250
251,Diclofenac Sodium 250mg Batch 251
252,Digene Tablet 500mg Batch 252
253,Azithromycin 500mg 250mg Batch 253
254,Diclofenac Sodium Daily Batch 254
255,Anti-Fungal Powder 100mg Batch 255
256,Aspirin 300mg 500mg Batch 256
257,Pantoprazole 400mg 10mg Batch 257
258,Gelusil Antacid Liquid Daily Batch 258
259,Pantoprazole 400mg 10mg Batch 259
260,Naproxen 250mg Extra Batch 260
261,Nitrofurantoin 100mg 250mg Batch 261
262,Ketoconazole Shampoo 250mg Batch 262
263,Ofloxacin 200mg Daily Batch 263
264,Metronidazole 400mg 500mg Batch 264
265,Mupirocin Ointment 50mg Batch 265
266,Ibuprofen 400mg 250mg Batch 266
267,Folic Acid 5mg 50mg Batch 267
268,Famotidine 20mg 50mg Batch 268
269,Magnesium Hydroxide 100mg Batch 269
270,Magnesium Hydroxide 10mg Batch 270
271,Omeprazole 20mg 100mg Batch 271
272,Famotidine 20mg 10mg Batch 272
273,Clotrimazole Cream Daily Batch 273
274,Vitamin D3 2000IU 250mg Batch 274
275,Azithromycin 500mg Daily Batch 275
276,Rabeprazole 20mg 10mg Batch 276
277,Anti-Fungal Powder 100mg Batch 277
278,Erythromycin 500mg 10mg Batch 278
279,Rabeprazole 20mg 500mg Batch 279
280,Clotrimazole Cream Extra Batch 280
281,Antacid Gel 250mg Batch 281
282,Amoxicillin 500mg 10mg Batch 282
283,Antacid Gel 500mg Batch 283
284,Domperidone 10mg 100mg Batch 284
285,Ibuprofen 400mg 10mg Batch 285
286,Domperidone 10mg 50mg Batch 286
287,Antacid Gel Daily Batch 287
288,Gelusil Antacid Liquid 10mg Batch 288
289,Azithromycin 500mg Extra Batch 289
290,Antacid Gel 500mg Batch 290
291,Betadine Ointment Daily Batch 291
292,Naproxen 250mg 250mg Batch 292
293,Gelusil Antacid Liquid Extra Batch 293
294,Metronidazole 400mg 250mg Batch 294
295,Amoxicillin 500mg 10mg Batch 295
296,Doxycycline 100mg 250mg Batch 296
297,Clarithromycin 250mg 500mg Batch 297
298,Rabeprazole 20mg 50mg Batch 298
299,Anti-Fungal Powder 250mg Batch 299
300,Vitamin D3 2000IU 50mg Batch 300
301,Vitamin D3 2000IU 100mg Batch 301
302,Erythromycin 500mg 100mg Batch 302
303,Ketoconazole Shampoo 250mg Batch 303
304,Paracetamol 500mg 10mg Batch 304
305,Fish Oil 1000mg 250mg Batch 305
306,Aceclofenac 100mg 500mg Batch 306
307,Ketoconazole Shampoo 250mg Batch 307
308,Magnesium Hydroxide 100mg Batch 308
309,Doxycycline 100mg 50mg Batch 309
310,Domperidone 10mg 250mg Batch 310
311,Fish Oil 1000mg 100mg Batch 311
312,Famotidine 20mg 250mg Batch 312
313,Erythromycin 500mg 250mg Batch 313
314,Rabeprazole 20mg 10mg Batch 314
315,Ketoconazole Shampoo Daily Batch 315
316,Gelusil Antacid Liquid 500mg Batch 316
317,B-Complex Vitamin 10mg Batch 317
318,Codeine Phosphate Extra Batch 318
319,Folic Acid 5mg Daily Batch 319
320,Mupirocin Ointment 10mg Batch 320
321,Vitamin C 1000mg 100mg Batch 321
322,Vitamin C 1000mg 10mg Batch 322
323,Ciprofloxacin 500mg Daily Batch 323
324,Erythromycin 500mg Extra Batch 324
325,Hydrocortisone Cream 100mg Batch 325
326,Amoxicillin 500mg 100mg Batch 326
327,Multivitamin Daily 10mg Batch 327
328,Aceclofenac 100mg Daily Batch 328
329,Gelusil Antacid Liquid Extra Batch 329
330,Vitamin C 1000mg Extra Batch 330
331,Fish Oil 1000mg 500mg Batch 331
332,Sunscreen SPF 50 Extra Batch 332
333,Anti-Fungal Powder 250mg Batch 333
334,Gelusil Antacid Liquid 250mg Batch 334
335,Mefenamic Acid 10mg Batch 335
336,Gelusil Antacid Liquid 250mg Batch 336
337,Clarithromycin 250mg Extra Batch 337
338,B-Complex Vitamin 100mg Batch 338
339,Betadine Ointment 250mg Batch 339
340,Mefenamic Acid Daily Batch 340
341,Magnesium Citrate Extra Batch 341
342,Doxycycline 100mg 500mg Batch 342
343,Omeprazole 20mg 500mg Batch 343
344,Metronidazole 400mg 500mg Batch 344
345,Vitamin D3 2000IU 10mg Batch 345
346,Doxycycline 100mg 50mg Batch 346
347,Ketoconazole Shampoo 500mg Batch 347
348,Moisturizing Cream 100mg Batch 348
349,Sunscreen SPF 50 50mg Batch 349
350,Clotrimazole Cream Daily Batch 350
351,Gelusil Antacid Liquid 500mg Batch 351
352,Codeine Phosphate 250mg Batch 352
353,Ciprofloxacin 500mg 250mg Batch 353
354,Vitamin C 1000mg 250mg Batch 354
355,Ranitidine 150mg 250mg Batch 355
356,Codeine Phosphate Extra Batch 356
357,Metronidazole 400mg 500mg Batch 357
358,Diclofenac Sodium 100mg Batch 358
359,Gelusil Antacid Liquid Extra Batch 359
360,Mefenamic Acid Daily Batch 360
361,Aloe Vera Gel Medical Grade 250mg Batch 361
362,Iron Supplement Extra Batch 362
363,Antacid Gel 50mg Batch 363
364,Ketoconazole Shampoo 500mg Batch 364
365,Codeine Phosphate 10mg Batch 365
366,Aspirin 300mg 500mg Batch 366
367,Amoxicillin 500mg 10mg Batch 367
368,Fish Oil 1000mg Extra Batch 368
369,Aceclofenac 100mg 100mg Batch 369
370,Folic Acid 5mg 250mg Batch 370
371,Ranitidine 150mg 500mg Batch 371
372,Vitamin C 1000mg 50mg Batch 372
373,Pantoprazole 400mg 250mg Batch 373
374,Magnesium Hydroxide 100mg Batch 374
375,Azithromycin 500mg 250mg Batch 375
376,Diclofenac Sodium 100mg Batch 376
377,Metronidazole 400mg 100mg Batch 377
378,Erythromycin 500mg Daily Batch 378
379,Amoxicillin 500mg 100mg Batch 379
380,Betadine Ointment Daily Batch 380
381,Rabeprazole 20mg Daily Batch 381
382,Sunscreen SPF 50 50mg Batch 382
383,Digene Tablet 500mg Batch 383
384,Codeine Phosphate 100mg Batch 384
385,Magnesium Citrate 500mg Batch 385
386,Cephalexin 500mg 500mg Batch 386
387,Paracetamol 500mg 100mg Batch 387
388,Doxycycline 100mg 500mg Batch 388
389,B-Complex Vitamin 10mg Batch 389
390,B-Complex Vitamin 500mg Batch 390
391,Ketoconazole Shampoo 50mg Batch 391
392,Metronidazole 400mg 100mg Batch 392
393,Aloe Vera Gel Medical Grade 250mg Batch 393
394,Iron Supplement 500mg Batch 394
395,Magnesium Citrate Daily Batch 395
396,Erythromycin 500mg 500mg Batch 396
397,Aspirin 300mg 50mg Batch 397
398,Vitamin C 1000mg Daily Batch 398
399,Mupirocin Ointment 50mg Batch 399
400,Famotidine 20mg Daily Batch 400
401,Codeine Phosphate 50mg Batch 401
402,Antacid Gel 50mg Batch 402
403,Fish Oil 1000mg 100mg Batch 403
404,Vitamin D3 2000IU 10mg Batch 404
405,Ketorolac Tromethamine 10mg Batch 405
406,Fish Oil 1000mg Daily Batch 406
407,Hydrocortisone Cream 100mg Batch 407
408,Clarithromycin 250mg Daily Batch 408
409,Ranitidine 150mg 250mg Batch 409
410,Codeine Phosphate 50mg Batch 410
411,Metronidazole 400mg 50mg Batch 411
412,Moisturizing Cream Daily Batch 412
413,Domperidone 10mg 10mg Batch 413
414,Clarithromycin 250mg Extra Batch 414
415,Clarithromycin 250mg 250mg Batch 415
416,Hydrocortisone Cream 500mg Batch 416
417,Mefenamic Acid 500mg Batch 417
418,Vitamin D3 2000IU 250mg Batch 418
419,Erythromycin 500mg 500mg Batch 419
420,Mefenamic Acid 10mg Batch 420
421,Domperidone 10mg 500mg Batch 421
422,Ketoconazole Shampoo Extra Batch 422
423,Clotrimazole Cream 500mg Batch 423
424,Mupirocin Ointment Extra Batch 424
425,Betadine Ointment 100mg Batch 425
426,Vitamin C 1000mg 10mg Batch 426
427,Folic Acid 5mg 100mg Batch 427
428,Ibuprofen 400mg 500mg Batch 428
429,Azithromycin 500mg 50mg Batch 429
430,Tramadol 50mg Extra Batch 430
431,Diclofenac Sodium 250mg Batch 431
432,Mefenamic Acid 500mg Batch 432
433,Famotidine 20mg 50mg Batch 433
434,Ketorolac Tromethamine Daily Batch 434
435,Erythromycin 500mg 50mg Batch 435
436,Ofloxacin 200mg 50mg Batch 436
437,Fish Oil 1000mg 250mg Batch 437
438,Iron Supplement 500mg Batch 438
439,Gelusil Antacid Liquid Extra Batch 439
440,Ofloxacin 200mg Extra Batch 440
441,Codeine Phosphate Extra Batch 441
442,Clotrimazole Cream 50mg Batch 442
443,Gelusil Antacid Liquid Daily Batch 443
444,Magnesium Hydroxide 10mg Batch 444
445,Fish Oil 1000mg 500mg Batch 445
446,Magnesium Hydroxide 500mg Batch 446
447,Amoxicillin 500mg 250mg Batch 447
448,Diclofenac Sodium 500mg Batch 448
449,Codeine Phosphate 250mg Batch 449
450,Omeprazole 20mg 500mg Batch 450
451,Diclofenac Gel Daily Batch 451
452,Mefenamic Acid 50mg Batch 452
453,Iron Supplement 500mg Batch 453
454,Digene Tablet 50mg Batch 454
455,Folic Acid 5mg 250mg Batch 455
456,Digene Tablet 100mg Batch 456
457,Pantoprazole 400mg 50mg Batch 457
458,Paracetamol 500mg 500mg Batch 458
459,Pantoprazole 400mg Daily Batch 459
460,Folic Acid 5mg 10mg Batch 460
461,Folic Acid 5mg 100mg Batch 461
462,Pantoprazole 400mg Daily Batch 462
463,Ketorolac Tromethamine Daily Batch 463
464,Mupirocin Ointment Daily Batch 464
465,Cephalexin 500mg 50mg Batch 465
466,Folic Acid 5mg 100mg Batch 466
467,Aspirin 300mg 10mg Batch 467
468,Clotrimazole Cream 500mg Batch 468
469,Amoxicillin 500mg 250mg Batch 469
470,Erythromycin 500mg Extra Batch 470
471,Amoxicillin 500mg Capsule
472,Amoxicillin 500mg Tablet
473,Amoxicillin 250mg Tablet
474,Paracetamol 500mg Tablet
475,Paracetamol 650mg Dolo
476,Parasetamol 500mg
477,Amoxcillin 500mg
478,Ibubrofen 400mg
479,Pantoprazoll 40mg
480,Vittamin C 1000mg
481,Fish Oil 1000mg Forte
482,Fish Oil 1000mg TDS
483,Rabeprazole 20mg Plus
484,Antacid Gel Plus
485,Amoxicillin 500mg Plus
486,Sunscreen SPF 50 BD
487,Pantoprazole 400mg OD
488,Rabeprazole 20mg Forte
489,Rabeprazole 20mg TDS
490,Mefenamic Acid Forte
491,Betadine Ointment OD
492,Vitamin C 1000mg Forte
493,Moisturizing Cream BD
494,Omeprazole 20mg BD
495,Aspirin 300mg Plus
496,Sunscreen SPF 50 BD
497,Doxycycline 100mg Plus
498,Domperidone 10mg TDS
499,Rabeprazole 20mg Plus
500,Calcium 500mg OD
